business id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,,,,
lj0MiK5_fyv9df2twnsI7g,"""Pampered Hair Passionate about Hair""",Anthem,"""2470 Paseo Verde Pkwy""",Henderson,NV,89074,36.0194946,-115.0947223,5,3,1,Hair Salons;Blow Dry/Out Services;Hair Stylists;Beauty & Spas;Hair Extensions,,,,
strJsTvTHqWS18GVJQEHoA,"""Synergy Physical Therapy""",,"""1710 W Horizon Ridge Pkwy, Ste 110""",Henderson,NV,89012,36.0125267,-115.0637507,5,22,1,Weight Loss Centers;Physical Therapy;Health & Medical,,,,
e3rNvRnupvSMu6BABlDUuQ,"""Henderson Pet Resort""",,"""1450 W Horizon Ridge Pkwy, Ste 425""",Henderson,NV,89012,36.02230033,-115.0501843,5,68,1,Pet Groomers;Pet Sitting;Pets;Pet Services;Pet Training,,,,
DAG8irsIf0hMsEgDbrOE_A,"""Layla's Palace""",Eastside,"""3430 E Tropicana Ave""",Las Vegas,NV,89121,36.1009203,-115.099617,5,5,1,Wedding Planning;Venues & Event Spaces;Shopping;Bridal;Event Planning & Services,,,,
OcUVZniPo7CnIG-Tv83XcQ,"""Karl M Larsen, OD""",Northwest,"""8660 W Cheyenne Ave, Ste 120""",Las Vegas,NV,89129,36.2189115,-115.2838436,5,3,1,Optometrists;Health & Medical;Eyewear & Opticians;Shopping,,,,
EXsmUB2mJyJsCpCV-56Ujw,"""Paulina Clute Events""",,"""5888 Spring Ranch Pkwy""",Las Vegas,NV,89118,36.090924,-115.2221746,5,16,1,Party & Event Planning;Wedding Planning;Event Planning & Services,,,,
swZaqSjwq4UF8QhEtacx5A,"""EasyStreet Realty""",Southeast,"""1421 E Sunset Rd, Ste 10""",Las Vegas,NV,89119,36.0712299,-115.1330676,5,5,1,Real Estate Services;Real Estate;Home Services,,,,
onb5syYKz4Wf3cwQWuqv1A,"""Recinos Shoe Repair""",,"""3250 Civic Center Dr""",North Las Vegas,NV,89030,36.2194899,-115.1192341,5,13,1,Sewing & Alterations;Local Services;Shoe Repair,,,,
2Hv5ELUYvnkZtCLZaBhTcw,"""Thy Word Ministries""",Southeast,"""5820 S Pecos Rd, Ste 400""",Las Vegas,NV,89120,36.0837776,-115.1004693,5,4,1,Churches;Religious Organizations,,,,
WghcqSAGCzKOhprLblYWVA,"""Get Results Personal Training""",Westside,"""7980 W Sahara Ave""",Las Vegas,NV,89117,36.14484787,-115.2649994,5,25,1,Active Life;Boot Camps;Trainers;Fitness & Instruction;Gyms,,,,
FtexOfH0spZrWcfj0LATiA,"""Green O' Aces Pools & Landscape""",Westside,"""9300 Provence Garden Ln""",Las Vegas,NV,89145,36.1683449,-115.2659777,5,5,1,Pool & Hot Tub Service;Home Services;Landscape Architects;Active Life;Contractors;Swimming Pools;Landscaping,,,,
8ksIhKcaFmzRX5pYA8cs0g,"""Lone Mortgage Steven Stewart""",Spring Valley,"""5275 S Durango Dr""",Las Vegas,NV,89113,36.0931238,-115.2797507,5,3,1,Mortgage Brokers;Financial Services;Mortgage Lenders;Real Estate;Home Services,,,,
BWhspaDdGQwZAkXieytvUQ,"""Gina Louisa Designs""",Eastside,"""""",Las Vegas,NV,89121,36.1165487,-115.0881146,5,11,0,Flowers & Gifts;Shopping;Florists,,,,
1EuqKW-JC-Fm3RSWRqKdrg,"""Life Springs Christian Church""",Southeast,"""2075 E Warm Springs Rd""",Las Vegas,NV,89119,36.0564011,-115.1236678,5,5,1,Religious Organizations;Churches,,,,
S6umS7SKpSmjQePV1y9Rkg,"""Print It""",,"""3050 Westwood Dr, Ste B-5""",Las Vegas,NV,89109,36.134089,-115.17676,5,5,1,Advertising;Graphic Design;Local Services;Professional Services;Screen Printing/T-Shirt Printing;Screen Printing,,,,
LUYB4fYZt5ZaitU4hXBDKg,"""Destinations Pueblo Apartments""",Summerlin,"""8600 Scholar Ln""",Las Vegas,NV,89128,36.1968435,-115.2816961,5,3,1,Real Estate;Apartments;Home Services,,,,
a0KA7F5FF9LVlEfOR4ghsA,"""Las Vegas Tire""",,"""3873 E Craig Rd, Ste 8""",North Las Vegas,NV,89030,36.2399138,-115.09138,5,4,1,Automotive;Tires,,,,
wsk0aTlf1Sj8Roy1ZL2dIw,"""Post Launch""",Westside,"""7475 W Sahara Ave, Ste 103""",Las Vegas,NV,89117,36.1430293,-115.2549552,5,5,1,Marketing;Professional Services,,,,
hgErlZ_LUHXJfD5rLfIjOw,"""Allison Barfield""",Downtown,"""1025 S 1st St, Ste 165""",Las Vegas,NV,89101,36.1595711,-115.1523871,5,10,1,Hair Extensions;Hair Stylists;Hair Salons;Beauty & Spas,,,,
1aSZn7e6D1EWLCqUFuQkRA,"""Fit SOULutions""",,"""2651 Crimson Canyon Dr""",Las Vegas,NV,89128,36.208213,-115.254583,5,3,1,Yoga;Active Life;Trainers;Fitness & Instruction;Boot Camps,,,,
m5mXo_UzCUZPfL7BXzApFQ,"""Hair by Erika Shear""",Westside,"""1225 S Fort Apache Rd, Ste 160""",Las Vegas,NV,89117,36.1569588,-115.2924917,5,4,1,Hair Stylists;Hair Extensions;Event Planning & Services;Blow Dry/Out Services;Beauty & Spas;Hair Salons;Wedding Planning,,,,
_zKS1CoTjGatG556pjD5DA,"""Victory Pest Control""",Southeast,"""1605 Silver Glen Ave""",Las Vegas,NV,89123,36.014986,-115.130484,5,3,1,Pest Control;Local Services,,,,
#NAME?,"""Pinnacle Restoration""",Spring Valley,"""""",Las Vegas,NV,89148,36.0612353,-115.2896852,5,8,1,Drywall Installation & Repair;Handyman;Home Services;Contractors;Damage Restoration,,,,
OWbm2cGjhX3CwmqzUJeLoQ,"""Strip Gun Club""",The Strip,"""2235 S Las Vegas Blvd""",Las Vegas,NV,89104,36.1452144,-115.1560534,5,57,1,Adult Entertainment;Active Life;Gun/Rifle Ranges;Guns & Ammo;Nightlife;Shopping,,,,
AfL8Ds7ex73tfVbq3EFWKg,"""Baja Fresh""",Westside,"""8780 W Charleston Blvd, Ste 100""",Las Vegas,NV,89117,36.1594825,-115.2874508,5,6,1,Restaurants;Mexican,,,,
omySZ6UHF1-5F4ZKHlUSKQ,"""Eagle Home Appraisal""",The Strip,"""3565 Las Vegas Blvd S, Ste 366""",Las Vegas,NV,89109,36.115527,-115.172274,5,3,1,Appraisal Services;Real Estate Services;Local Services;Commercial Real Estate;Home Services;Real Estate,,,,
WAq2whrNNq8DD7rG20WFjA,"""Sassy N Classy Cakes""",,"""""",Henderson,NV,89074,36.0376448,-115.0762536,5,16,1,Cupcakes;Custom Cakes;Desserts;Food,,,,
SfzapQwxBCxFNVUjef8DGQ,"""EPI Welding""",,"""4695 W Nevso Dr, Ste 10""",Las Vegas,NV,89103,36.113102,-115.2050067,5,12,1,Home Services;Local Services;Fences & Gates;Metal Fabricators;Windows Installation,,,,
PeiGE4HnVO9iAbId_BkJeA,"""Ivy Garcia, LMT""",The Lakes,"""9061 W Sahara Ave, Ste 104, Vegas Massage Studio""",Las Vegas,NV,89117,36.1431576,-115.2944221,5,6,1,Massage Therapy;Beauty & Spas;Health & Medical;Massage,,,,
dYBYbXIyi2l8b9AEJphaog,"""Youngblood Stephanie Dr""",Downtown,"""500 S Rancho Dr""",Las Vegas,NV,89106,36.165207,-115.173419,5,8,1,Health & Medical;Chiropractors,,,,
sRR2PaKp56EMf3OCd5lA-g,"""Advanced Laparoscopic & General Surgery of Nevada""",Centennial,"""6850 N Durango Dr, Ste 204""",Las Vegas,NV,89149,36.2857688,-115.2853389,5,3,1,Health & Medical;Doctors;Surgeons,,,,
cL6e-u4LHnyjuy5X736iPw,"""Hair By Liz""",Spring Valley,"""4005 S El Capitan Way""",Las Vegas,NV,89147,36.1165374,-115.2884645,5,4,1,Hair Extensions;Hair Salons;Beauty & Spas;Makeup Artists,,,,
XBxQM_l0z5P9fxt7X03xUg,"""Upholstery Works""",Westside,"""4080 W Desert Inn Rd, Ste W-116""",Las Vegas,NV,89102,36.1303535,-115.1932275,5,14,1,Auto Upholstery;Furniture Reupholstery;Local Services;Automotive,,,,
ilw_dnyue6JBgI6KypmPBQ,"""Kessler & Sons Music""",Downtown,"""3047 E Charleston Blvd, Ste C""",Las Vegas,NV,89104,36.1592114,-115.1062787,5,10,1,Musical Instruments & Teachers;Shopping,,,,
7kO8bObVGFa-T3mj6PVYsg,"""Quiznos""",Eastside,"""730 E Flamingo Rd""",Las Vegas,NV,89119,36.114988,-115.147904,5,4,0,Restaurants;Sandwiches,,,,
5N_aGFeIMgI9W0IR5KAbWA,"""Total Comfort""",Southwest,"""7763 Hunters Lodge Ct""",Las Vegas,NV,89113,36.0468201,-115.2572393,5,9,1,Heating & Air Conditioning/HVAC;Home Services,,,,
JxjY94b4EfrFVsDCEdP5dA,"""Discount Tire Store - Henderson, NV""",,"""4661 E Sunset Rd""",Henderson,NV,89014,36.0704907,-115.0723437,5,66,1,Wheel & Rim Repair;Auto Parts & Supplies;Tires;Automotive,,,,
nVdeotsn3RFApGYyQ9aEZg,"""USA Money Today""",Westside,"""2550 S Rainbow Blvd""",Las Vegas,NV,89146,36.14386338,-115.2419553,5,17,1,Title Loans;Auto Loan Providers;Check Cashing/Pay-day Loans;Automotive;Financial Services,,,,
hFiwhATkS_mrfBB-BqDa2A,"""Paul's Vegas Photography""",Downtown,"""1655 S Mojave Rd""",Las Vegas,NV,89104,36.153625,-115.106262,5,12,1,Session Photography;Painters;Videographers;Photographers;Real Estate Photography;Real Estate;Hotels & Travel;Event Photography;Home Services;Travel Services;Real Estate Services;Event Planning & Services;Wedding Chapels,,,,
hEfKRl3IFvpEzaw10E2Dfg,"""Dreamy Nail Designs Studio""",Southeast,"""9850 Maryland Pkwy, Ste14""",Las Vegas,NV,89183,36.01082461,-115.1341184,5,17,1,Beauty & Spas;Nail Salons,,,,
vSb_aQhd0jGdw6G3dcbcaw,"""A Step Above""",Westside,"""""",Las Vegas,NV,89102,36.1462673,-115.1829873,5,8,1,Siding;Waterproofing;Roof Inspectors;Roofing;Home Services,,,,
Sx7YKNgNr29eX9gUjH7T8w,"""Makeup by Rose C""",Northwest,"""""",Las Vegas,NV,89129,36.2330997,-115.2719048,5,7,1,Beauty & Spas;Makeup Artists,,,,
dDGTzWVyWrWha6zpwK_Qug,"""Thomas Automotive""",Northwest,"""3700 N Rancho Dr""",Las Vegas,NV,89130,36.2279017,-115.2212169,5,18,1,Auto Repair;Smog Check Stations;Truck Rental;Commercial Truck Repair;Automotive,,,,
qEG5OZatk3t4fh4tSETP8Q,"""The Mold Detectives""",Southeast,"""375 E Warm Springs Rd""",Las Vegas,NV,89119,36.0559743,-115.1555317,5,9,1,Home Inspectors;Home Services,,,,
Y29PMEtTa0qqsiZl5niu5w,"""Eastern Executive Suites""",Southeast,"""8565 S Eastern Ave, Ste 150""",Las Vegas,NV,89123,36.0340537,-115.1199873,5,3,1,Home Services;Real Estate;Shared Office Spaces,,,,
fu5dk9dy8Wpon8ISLvtE5g,"""The Lash House""",Spring Valley,"""7656 W Sahara Ave, Unit 130""",Las Vegas,NV,89117,36.10168174,-115.3022563,5,6,1,Eyelash Service;Beauty & Spas,,,,
eSHq4UiJ9RL15IeDLJE8_g,"""Significance Orthodontics""",Eastside,"""2430 E Harmon Ave, Ste 6""",Las Vegas,NV,89121,36.1077248,-115.1181683,5,3,1,Orthodontists;Dentists;Health & Medical,,,,
h1wEnqAXpGF78D3l1VqTig,"""Silver Arrows Motors""",,"""4350 Arville St, Ste 19""",Las Vegas,NV,89103,36.1111613,-115.1984746,5,3,1,Auto Repair;Automotive,,,,
B6gaw5nMOo2VLgwX3jjasw,"""Heidi Castillo Massage""",Spring Valley,"""4485 S Buffalo Ave""",Las Vegas,NV,89147,36.1076794,-115.2617347,5,7,1,Beauty & Spas;Massage,,,,
TdJWcoUqRFsliBrO-LhcFA,"""My Real Estate Friends""",,"""800 N Rainbow Blvd""",Las Vegas,NV,89107,36.1803263,-115.2416741,5,4,1,Real Estate Agents;Home Services;Real Estate Services;Real Estate,,,,
5vioKEG4FpjiFI5xWYQfmQ,"""Vegas Website Designs""",Southeast,"""6671 S Las Vegas Blvd, Ste 210""",Las Vegas,NV,89119,36.0699299,-115.1723541,5,5,1,Web Design;Graphic Design;Marketing;Professional Services,,,,
dAfgVkZRZ9CiMFsegjuRcg,"""ABC Garage Door Repair""",Westside,"""""",Las Vegas,NV,89107,36.1688235,-115.2185573,5,5,1,Garage Door Services;Home Services,,,,
r1trJaS4s1JfwnBmw9n9xg,"""Kelly Chiropractic Rehab and Wellness Center""",Westside,"""1405 Arville St, Ste 102""",Las Vegas,NV,89102,36.1557246,-115.1996422,5,11,1,Sports Medicine;Chiropractors;Weight Loss Centers;Health & Medical;Doctors,,,,
Vxij4aaKOKbuX4FoWMs7ZQ,"""Freeway Insurance Services""",,"""2021 N Rainbow Blvd 2""",Las Vegas,NV,89108,36.1985933,-115.2433497,5,3,1,Home & Rental Insurance;Financial Services;Auto Insurance;Insurance,,,,
DN8O0dlVsXkKk794B13mMA,"""Christie Stark - Signature Real Estate Group""",Summerlin,"""9525 Hillwood Dr, Ste 120""",Las Vegas,NV,89134,36.186411,-115.3040982,5,3,1,Real Estate;Home Services;Real Estate Agents,,,,
pCSi-ix3ptfczzD-nzzKTg,"""Adrenaline Rush Slingshot Rentals""",Westside,"""3940 W Desert Inn Rd, Ste U-103""",Las Vegas,NV,89102,36.1305225,-115.1927057,5,19,1,Historical Tours;Car Rental;Motorcycle Rental;Hotels & Travel;Tours;ATV Rentals/Tours;Active Life,,,,
jhv0DCeC1drMuH6EiFcg2A,"""One Above Range""",,"""900 Wigwam Pkwy""",Henderson,NV,89014,36.0356943,-115.024428,5,6,1,Event Planning & Services;Venues & Event Spaces;Firearm Training;Specialty Schools;Gun/Rifle Ranges;Education;Active Life,,,,
Jj9F27mlp00IJQuPtAePPQ,"""Ventura Munitions""",,"""5725 S Valley View Blvd""",Las Vegas,NV,89118,36.0858168,-115.1903937,5,111,1,Shopping;Guns & Ammo,,,,
LfyEg8Mx96kvTbnnQCNABg,"""Golden State Storage""",Eastside,"""4888 E Tropicana Ave""",Las Vegas,NV,89121,36.10094833,-115.0665817,5,4,1,Local Services;Self Storage,,,,
sH0bSXlK8A0GIj5b0I9SfA,"""Arcane Carpet Cleaners""",Southeast,"""8565 S Eastern Ave, Ste 150""",Las Vegas,NV,89123,36.0340176,-115.1200855,5,44,1,Local Services;Carpet Cleaning,,,,
r7K6DrnYEK-gp8484DWX1Q,"""Progressive FORCE Concepts""",Spring Valley,"""8840 W Russell Rd, Ste 230""",Las Vegas,NV,89148,36.0859731,-115.2846335,5,5,1,Specialty Schools;Trainers;Active Life;Fitness & Instruction;Professional Services;Education;Security Services;Firearm Training,,,,
9y7EXkufgR8wkI3f0FEBeQ,"""Ai Bijoux""",Westside,"""420 S Rampart Blvd, Ste 6250""",Las Vegas,NV,89145,36.1671901,-115.2855925,5,5,0,Fashion;Shopping;Personal Shopping;Lingerie,,,,
EeuXipW5hKLYcMX3aoBs-w,"""Summer Dental""",South Summerlin,"""10965 Lavender Hill Dr, Ste 120""",Las Vegas,NV,89135,36.1461376,-115.3340292,5,15,1,Orthodontists;Endodontists;Dentists;Cosmetic Dentists;Health & Medical;General Dentistry,,,,
w4bieaKWJ69V1GrQ4NNfVg,"""Nest Revisions Home Staging & Redesign""",Summerlin,"""""",Las Vegas,NV,89144,36.1780112,-115.3133908,5,3,1,Real Estate;Home Staging;Home Services;Interior Design,,,,
nKJ3JAbylMSsuO0Zo89sJw,"""Eggert Janice, MD""",University,"""1771 E Flamingo Rd, Ste 214A""",Las Vegas,NV,89119,36.1135865,-115.1289441,5,3,1,Ophthalmologists;Optometrists;Health & Medical;Cosmetic Surgeons;Doctors,,,,
_I14cacp3GoLdCPMwQn8-A,"""Nevada Title Company""",Summerlin,"""10000 W Charleston Blvd, Ste 180""",Las Vegas,NV,89135,36.1594774,-115.3152771,5,3,1,Home Services;Real Estate;Real Estate Services,,,,
mdW0eMuW3lyGu4lg36-gig,"""Crowd Siren""",Downtown,"""520 E Fremont St""",Las Vegas,NV,89101,36.1691083,-115.1395836,5,3,1,Professional Services;Marketing,,,,
ok0KK4QQZbV6LGP_hllbGQ,"""Done And Done DMV Service""",Southeast,"""2510 E Sunset Rd""",Las Vegas,NV,89120,36.0726556,-115.1161544,5,33,1,Local Services;Auto Insurance;Notaries;Departments of Motor Vehicles;Registration Services;Automotive;Professional Services;Financial Services;Public Services & Government;Insurance,,,,
etiXHEc6OYEyUTU3orIz6g,"""EMC Las Vegas""",Southeast,"""9000 S Las Vegas Blvd, Ste 2189""",Las Vegas,NV,89123,36.026698,-115.169638,5,9,1,Event Planning & Services;Party & Event Planning;Dance Clubs;Nightlife;Bars,,,,
Qn3ujsN0QRPetDssTg4QMQ,"""Children's Heart Center Nevada""",Summerlin,"""653 N Town Center Dr, Ste 114""",Las Vegas,NV,89144,36.1805637,-115.3159257,5,3,1,Health & Medical;Pediatricians;Cardiologists;Doctors,,,,
i4bUaov9vS29k5Gi1qxYwA,"""The Stretch Doc""",Westside,"""6985 W Sahara Ave, Unit 107""",Las Vegas,NV,89117,36.1430021,-115.2441724,5,5,1,Fitness & Instruction;Active Life;Trainers;Health & Medical;Chiropractors;Doctors;Sports Medicine,,,,
KPgMK2KZho8BV4R629XAmg,"""Hart Skin Studio""",Spring Valley,"""4235 S Forte Apache Rd, Ste 100, Inside Scandals Salon""",Las Vegas,NV,89147,36.1121729,-115.2980644,5,13,1,Medical Spas;Waxing;Hair Removal;Skin Care;Health & Medical;Beauty & Spas,,,,
893I_q9V2jO5NddCeo-JJg,"""Sahara Gold and Silver Buyers""",Downtown,"""1300 E Sahara Ave, Ste A""",Las Vegas,NV,89104,36.1446909,-115.1351038,5,3,1,Shopping;Gold Buyers;Jewelry;Jewelry Repair;Local Services,,,,
p4UY86ROXC0IDnvasv2S8A,"""Farmers Market LV""",Southeast,"""8174 S Las Vegas Blvd, Ste 107""",Las Vegas,NV,89123,36.04113883,-115.1705576,5,15,1,Shopping;Food;Fashion;Men's Clothing;Farmers Market;Women's Clothing,,,,
JJxSJSIKmnv889TCEaiynA,"""Chic Favors & Invitations""",Spring Valley,"""""",Las Vegas,NV,89147,36.1148054,-115.2778317,5,8,1,Flowers & Gifts;Party & Event Planning;Shopping;Event Planning & Services;Party Supplies;Arts & Crafts;Cards & Stationery;Wedding Planning,,,,
FIdEDlPT3GE_lrtGbCTuRQ,"""Superior Insurance""",Westside,"""4750 W Sahara Ave, Ste 5""",Las Vegas,NV,89102,36.1455989,-115.2065554,5,6,1,Auto Insurance;Home & Rental Insurance;Insurance;Financial Services,,,,
_w6ptb6X7YsDiwllNhOMSQ,"""Majestic Eyebrow Threading""",Southeast,"""3421 E Tropicana Ave, Ste R""",Las Vegas,NV,89121,36.0993723,-115.0999935,5,102,1,Threading Services;Beauty & Spas;Eyelash Service;Event Planning & Services;Eyebrow Services;Hair Removal;Henna Artists,,,,
vKYlrQuSymwOveLh9KxNYA,"""Bazaar Studios & Beauty Parlor""",,"""6201 Dean Martin Dr""",Las Vegas,NV,89118,36.0765465,-115.1818616,5,21,1,Event Planning & Services;Hair Salons;Makeup Artists;Photographers;Session Photography;Beauty & Spas,,,,
i4l5A-oFNVtPNK-NIMcqiQ,"""Casa Flooring""",,"""3873 E Craig Rd""",North Las Vegas,NV,89030,36.2399137,-115.091342,5,5,1,Home Services;Flooring,,,,
DQHMVEMdGyaeriSjiaAtjQ,"""Glimpse Medical""",Spring Valley,"""5990 S Rainbow Blvd""",Las Vegas,NV,89118,36.0801152,-115.2422281,5,10,1,Weight Loss Centers;Doctors;Health & Medical,,,,
nv2z5SYQR0JlzflUrm00Mw,"""Las Vegas Distillery""",,"""7330 Eastgate Rd, Ste 100""",Henderson,NV,89011,36.054555,-115.019143,5,76,1,Food;Tours;Hotels & Travel;Distilleries;Beer;Wine & Spirits,,,,
h0G1wnCQCqgk66IXMo9-Ow,"""DC Fit Las Vegas""",Spring Valley,"""9640 W Tropicana Ave, Ste 113""",Las Vegas,NV,89147,36.10108997,-115.3026147,5,5,1,Boxing;Martial Arts;Kickboxing;Fitness & Instruction;Active Life;Gyms,,,,
zP_U5nyuLamO4j4ghY6zbA,"""Sandy Margolin - Urban Nest Realty""",Summerlin,"""10220 W Charleston Blvd, Ste 3""",Las Vegas,NV,89135,36.1605031,-115.3188741,5,35,1,Real Estate;Home Services;Real Estate Services;Real Estate Agents,,,,
Ty6Cw-cqTJ-87lVqtigsdg,"""DOC Auto Repair""",Sunrise,"""4380 E Lake Mead""",Las Vegas,NV,89115,36.196257,-115.0773936,5,7,1,Automotive;Auto Repair,,,,
Iu_uZRVStxL1GuhDXaEJHA,"""J R Pony Parties""",,"""1753 Fairhaven St""",Las Vegas,NV,89108,36.192719,-115.2082924,5,15,1,Party & Event Planning;Event Planning & Services,,,,
MXpCVzm1V5OH05KO6n7ntA,"""The Corndog Company LV""",Centennial,"""5720 Centennial Center Blvd""",Las Vegas,NV,89149,36.2657011,-115.2599646,5,7,1,Food Trucks;Restaurants;Hot Dogs;Food;Street Vendors,,,,
pKUNAEeUGjeEE0pFzhZlxw,"""New Song Lutheran Church""",Anthem,"""1291 Cornet St""",Henderson,NV,89052,35.9798145,-115.0944283,5,4,1,Churches;Religious Organizations,,,,
LurRKPOsaEotKn5iKh6LUw,"""Roomers Window Fashions & More""",,"""2412 Luberon Dr""",Henderson,NV,89044,35.9235202,-115.0921776,5,6,1,Interior Design;Shades & Blinds;Home Services;Shutters,,,,
vdKIuv79PBhVmcS2ezG6_Q,"""Who's Next Beauty Bar""",Westside,"""3953 W Charleston Blvd""",Las Vegas,NV,89102,36.1587599,-115.193453,5,8,1,Eyelash Service;Hair Salons;Hair Extensions;Beauty & Spas,,,,
yJt09p1SKqDTWGdvRgUDSQ,"""Lisa Bell""",Summerlin,"""1946 Village Center Cir""",Las Vegas,NV,89134,36.193567,-115.306153,5,4,1,Hair Salons;Beauty & Spas;Nail Salons,,,,
CBY41AL_5QXcP96mdG7U8w,"""ArtisticLifestyles""",,"""2758 S Highland Dr, Ste B""",Las Vegas,NV,89109,36.1396479,-115.1708108,5,4,0,Arts & Entertainment;Art Galleries;Shopping,,,,
8CgT3zwpuoANesnuJCqw2g,"""Matt Cali Photography""",Eastside,"""4801 Harrison Dr""",Las Vegas,NV,89121,36.1023748,-115.1130757,5,9,1,Photographers;Event Planning & Services,,,,
jFQp1Uya-XO3TzKHf-JmzA,"""SN cleaning services""",Westside,"""""",Las Vegas,NV,89146,36.135635,-115.2304131,5,7,1,Professional Services;Window Washing;Office Cleaning;Home Services;Home Cleaning,,,,
5HGO1CxM0qPIS_u4L90Bvw,"""Performance Muffler Shop""",,"""5390 S Decatur Blvd""",Las Vegas,NV,89118,36.0916873,-115.2070283,5,72,1,Auto Repair;Automotive,,,,
shqMR8_sSZTz4spuvfD4jg,"""Balsiger Insurance""",,"""3481 E Sunset Rd, Ste 100""",las vegas,NV,89120,36.0397,-115.0758,5,4,1,Insurance;Financial Services,,,,
sN3jqoj6oG10zqwjjGY0Dw,"""GlowRun""",Downtown,"""250 Las Vegas Blvd S""",Las Vegas,NV,89101,36.1675131,-115.1418826,5,3,1,Active Life;Races & Competitions,,,,
